Time,AIRLOOP 493:DesPer 1:Des Heat Mass Flow [kg/s],AIRLOOP 493:DesPer 1:Des Heat Cap [W],AIRLOOP 493:DesPer 1:Des Cool Mass Flow [kg/s],AIRLOOP 493:DesPer 1:Des Sens Cool Cap [W],AIRLOOP 493:DesPer 1:Des Tot Cool Cap [W],AIRLOOP 493:DesPer 2:Des Heat Mass Flow [kg/s],AIRLOOP 493:DesPer 2:Des Heat Cap [W],AIRLOOP 493:DesPer 2:Des Cool Mass Flow [kg/s],AIRLOOP 493:DesPer 2:Des Sens Cool Cap [W],AIRLOOP 493:DesPer 2:Des Tot Cool Cap [W]
05:40:00,5.067099E+00,0.000000E+00,1.158697E+01,1.227200E+05,3.127923E+05,2.558974E+01,7.405652E+05,5.067099E+00,0.000000E+00,0.000000E+00
05:50:00,5.067099E+00,0.000000E+00,1.281576E+01,1.361851E+05,3.464269E+05,2.657992E+01,7.692209E+05,5.067099E+00,0.000000E+00,0.000000E+00
06:00:00,5.067099E+00,0.000000E+00,1.414385E+01,1.507953E+05,3.828379E+05,2.754551E+01,7.971651E+05,5.067099E+00,0.000000E+00,0.000000E+00
06:10:00,5.067099E+00,0.000000E+00,1.582742E+01,1.706931E+05,4.304098E+05,2.690277E+01,7.785643E+05,5.067099E+00,0.000000E+00,0.000000E+00
06:20:00,5.067099E+00,0.000000E+00,1.872347E+01,2.042308E+05,5.115332E+05,2.734039E+01,7.912288E+05,5.067099E+00,0.000000E+00,0.000000E+00
06:30:00,5.067099E+00,0.000000E+00,2.054657E+01,2.266459E+05,5.639398E+05,2.687743E+01,7.778309E+05,5.067099E+00,0.000000E+00,0.000000E+00
06:40:00,5.067099E+00,0.000000E+00,2.267703E+01,2.529380E+05,6.252824E+05,2.615258E+01,7.568538E+05,5.067099E+00,0.000000E+00,0.000000E+00
06:50:00,5.067099E+00,0.000000E+00,2.478677E+01,2.795210E+05,6.865901E+05,2.543534E+01,7.360969E+05,5.067099E+00,0.000000E+00,0.000000E+00
07:00:00,5.067099E+00,0.000000E+00,2.687846E+01,3.064177E+05,7.479292E+05,2.468529E+01,7.143906E+05,5.067099E+00,0.000000E+00,0.000000E+00
07:10:00,5.067099E+00,0.000000E+00,2.952854E+01,3.454564E+05,8.307416E+05,2.498277E+01,7.229997E+05,5.067099E+00,0.000000E+00,0.000000E+00
07:20:00,5.067099E+00,0.000000E+00,3.115715E+01,3.738238E+05,8.861306E+05,2.557777E+01,7.402189E+05,5.067099E+00,0.000000E+00,0.000000E+00
07:30:00,5.067099E+00,0.000000E+00,3.348535E+01,4.117679E+05,9.626319E+05,2.612555E+01,7.560715E+05,5.067099E+00,0.000000E+00,0.000000E+00
07:40:00,5.067099E+00,0.000000E+00,3.564895E+01,4.490307E+05,1.035781E+06,2.701854E+01,7.819145E+05,5.067099E+00,0.000000E+00,0.000000E+00
07:50:00,5.067099E+00,0.000000E+00,3.777615E+01,4.871177E+05,1.109191E+06,2.788770E+01,8.070681E+05,5.067099E+00,0.000000E+00,0.000000E+00
08:00:00,5.067099E+00,0.000000E+00,3.988033E+01,5.261728E+05,1.183224E+06,2.874785E+01,8.319607E+05,5.067099E+00,0.000000E+00,0.000000E+00
08:10:00,5.067099E+00,0.000000E+00,3.915391E+01,5.296705E+05,1.175114E+06,2.714591E+01,7.856005E+05,5.067099E+00,0.000000E+00,0.000000E+00
08:20:00,5.067099E+00,0.000000E+00,4.135246E+01,5.732287E+05,1.255294E+06,2.697109E+01,7.805413E+05,5.067099E+00,0.000000E+00,0.000000E+00
08:30:00,5.067099E+00,0.000000E+00,4.141446E+01,5.879255E+05,1.271394E+06,2.606044E+01,7.541872E+05,5.067099E+00,0.000000E+00,0.000000E+00
08:40:00,5.067099E+00,0.000000E+00,4.189064E+01,6.086816E+05,1.300394E+06,2.590245E+01,7.496150E+05,5.067099E+00,0.000000E+00,0.000000E+00
08:50:00,5.067099E+00,0.000000E+00,4.235431E+01,6.295701E+05,1.329329E+06,2.574204E+01,7.449729E+05,5.067099E+00,0.000000E+00,0.000000E+00
09:00:00,5.067099E+00,0.000000E+00,4.277737E+01,6.501513E+05,1.357292E+06,2.560977E+01,7.411449E+05,5.067099E+00,0.000000E+00,0.000000E+00
09:10:00,5.067099E+00,0.000000E+00,4.314871E+01,6.686941E+05,1.382328E+06,2.549783E+01,7.379055E+05,5.067099E+00,0.000000E+00,0.000000E+00
09:20:00,5.067099E+00,0.000000E+00,4.346271E+01,6.865533E+05,1.405738E+06,2.540072E+01,7.350950E+05,5.067099E+00,0.000000E+00,0.000000E+00
09:30:00,5.067099E+00,0.000000E+00,4.371553E+01,7.036155E+05,1.427343E+06,2.531464E+01,7.326037E+05,5.067099E+00,0.000000E+00,0.000000E+00
09:40:00,5.067099E+00,0.000000E+00,4.390376E+01,7.197699E+05,1.446975E+06,2.523690E+01,7.303541E+05,5.067099E+00,0.000000E+00,0.000000E+00
09:50:00,5.067099E+00,0.000000E+00,4.402598E+01,7.349350E+05,1.464527E+06,2.516559E+01,7.282904E+05,5.067099E+00,0.000000E+00,0.000000E+00
10:00:00,5.067099E+00,0.000000E+00,4.408093E+01,7.490301E+05,1.479895E+06,2.509916E+01,7.263680E+05,5.067099E+00,0.000000E+00,0.000000E+00
10:10:00,5.067099E+00,0.000000E+00,4.406982E+01,7.604660E+05,1.491467E+06,2.503665E+01,7.245590E+05,5.067099E+00,0.000000E+00,0.000000E+00
10:20:00,5.067099E+00,0.000000E+00,4.399979E+01,7.708635E+05,1.501022E+06,2.497738E+01,7.228435E+05,5.067099E+00,0.000000E+00,0.000000E+00
10:30:00,5.067099E+00,0.000000E+00,4.388472E+01,7.804233E+05,1.508991E+06,2.492081E+01,7.212063E+05,5.067099E+00,0.000000E+00,0.000000E+00
10:40:00,5.067099E+00,0.000000E+00,4.374304E+01,7.894421E+05,1.515975E+06,2.486654E+01,7.196358E+05,5.067099E+00,0.000000E+00,0.000000E+00
10:50:00,5.067099E+00,0.000000E+00,4.359606E+01,7.982890E+05,1.522697E+06,2.481426E+01,7.181229E+05,5.067099E+00,0.000000E+00,0.000000E+00
11:00:00,5.067099E+00,0.000000E+00,4.346601E+01,8.073729E+05,1.529935E+06,2.476374E+01,7.166608E+05,5.067099E+00,0.000000E+00,0.000000E+00
11:10:00,5.067099E+00,0.000000E+00,4.336747E+01,8.131688E+05,1.534303E+06,2.471478E+01,7.152439E+05,5.067099E+00,0.000000E+00,0.000000E+00
11:20:00,5.067099E+00,0.000000E+00,4.331757E+01,8.198505E+05,1.540364E+06,2.466723E+01,7.138679E+05,5.067099E+00,0.000000E+00,0.000000E+00
11:30:00,5.067099E+00,0.000000E+00,4.332549E+01,8.276191E+05,1.548475E+06,2.462098E+01,7.125292E+05,5.067099E+00,0.000000E+00,0.000000E+00
11:40:00,5.067099E+00,0.000000E+00,4.339045E+01,8.364903E+05,1.558636E+06,2.457591E+01,7.112250E+05,5.067099E+00,0.000000E+00,0.000000E+00
11:50:00,5.067099E+00,0.000000E+00,4.350200E+01,8.462907E+05,1.570503E+06,2.453195E+01,7.099527E+05,5.067099E+00,0.000000E+00,0.000000E+00
12:00:00,5.067099E+00,0.000000E+00,4.364088E+01,8.566666E+05,1.583403E+06,2.448902E+01,7.087105E+05,5.067099E+00,0.000000E+00,0.000000E+00
12:10:00,5.067099E+00,0.000000E+00,4.379061E+01,8.657663E+05,1.595165E+06,2.444707E+01,7.074964E+05,5.067099E+00,0.000000E+00,0.000000E+00
12:20:00,5.067099E+00,0.000000E+00,4.393496E+01,8.748010E+05,1.606774E+06,2.440930E+01,7.064035E+05,5.067099E+00,0.000000E+00,0.000000E+00
12:30:00,5.067099E+00,0.000000E+00,4.408141E+01,8.839183E+05,1.618501E+06,2.437241E+01,7.053359E+05,5.067099E+00,0.000000E+00,0.000000E+00
12:40:00,5.067099E+00,0.000000E+00,4.423179E+01,8.931564E+05,1.630417E+06,2.433632E+01,7.042913E+05,5.067099E+00,0.000000E+00,0.000000E+00
12:50:00,5.067099E+00,0.000000E+00,4.438157E+01,9.024244E+05,1.642353E+06,2.430098E+01,7.032687E+05,5.067099E+00,0.000000E+00,0.000000E+00
13:00:00,5.067099E+00,0.000000E+00,4.453031E+01,9.117133E+05,1.654295E+06,2.426637E+01,7.022671E+05,5.067099E+00,0.000000E+00,0.000000E+00
13:10:00,5.067099E+00,0.000000E+00,4.467947E+01,9.186956E+05,1.663872E+06,2.423247E+01,7.012859E+05,5.067099E+00,0.000000E+00,0.000000E+00
13:20:00,5.067099E+00,0.000000E+00,4.483066E+01,9.257461E+05,1.673552E+06,2.419924E+01,7.003242E+05,5.067099E+00,0.000000E+00,0.000000E+00
13:30:00,5.067099E+00,0.000000E+00,4.497061E+01,9.325901E+05,1.682841E+06,2.416666E+01,6.993814E+05,5.067099E+00,0.000000E+00,0.000000E+00
13:40:00,5.067099E+00,0.000000E+00,4.510230E+01,9.392868E+05,1.691843E+06,2.413471E+01,6.984569E+05,5.067099E+00,0.000000E+00,0.000000E+00
13:50:00,5.067099E+00,0.000000E+00,4.524511E+01,9.462390E+05,1.701288E+06,2.410338E+01,6.975501E+05,5.067099E+00,0.000000E+00,0.000000E+00
14:00:00,5.067099E+00,0.000000E+00,4.542173E+01,9.539264E+05,1.712032E+06,2.407264E+01,6.966604E+05,5.067099E+00,0.000000E+00,0.000000E+00
14:10:00,5.067099E+00,0.000000E+00,4.564966E+01,9.587133E+05,1.720623E+06,2.404247E+01,6.957875E+05,5.067099E+00,0.000000E+00,0.000000E+00
14:20:00,5.067099E+00,0.000000E+00,4.594196E+01,9.648521E+05,1.731641E+06,2.401287E+01,6.949307E+05,5.067099E+00,0.000000E+00,0.000000E+00
14:30:00,5.067099E+00,0.000000E+00,4.630257E+01,9.724255E+05,1.745233E+06,2.398381E+01,6.940897E+05,5.067099E+00,0.000000E+00,0.000000E+00
14:40:00,5.067099E+00,0.000000E+00,4.672592E+01,9.813165E+05,1.761190E+06,2.395528E+01,6.932640E+05,5.067099E+00,0.000000E+00,0.000000E+00
14:50:00,5.067099E+00,0.000000E+00,4.719834E+01,9.912380E+05,1.778996E+06,2.392726E+01,6.924532E+05,5.067099E+00,0.000000E+00,0.000000E+00
15:00:00,5.067099E+00,0.000000E+00,4.769983E+01,1.001770E+06,1.797898E+06,2.389975E+01,6.916570E+05,5.067099E+00,0.000000E+00,0.000000E+00
15:10:00,5.067099E+00,0.000000E+00,4.820550E+01,1.007304E+06,1.811731E+06,2.387273E+01,6.908751E+05,5.067099E+00,0.000000E+00,0.000000E+00
15:20:00,5.067099E+00,0.000000E+00,4.869209E+01,1.012334E+06,1.824741E+06,2.384619E+01,6.901070E+05,5.067099E+00,0.000000E+00,0.000000E+00
15:30:00,5.067099E+00,0.000000E+00,4.913858E+01,1.016432E+06,1.836145E+06,2.382011E+01,6.893524E+05,5.067099E+00,0.000000E+00,0.000000E+00
15:40:00,5.067099E+00,0.000000E+00,4.952768E+01,1.019255E+06,1.845316E+06,2.379450E+01,6.886110E+05,5.067099E+00,0.000000E+00,0.000000E+00
15:50:00,5.067099E+00,0.000000E+00,4.984639E+01,1.020555E+06,1.851786E+06,2.376933E+01,6.878826E+05,5.067099E+00,0.000000E+00,0.000000E+00
16:00:00,5.067099E+00,0.000000E+00,5.008673E+01,1.020191E+06,1.855284E+06,2.374459E+01,6.871667E+05,5.067099E+00,0.000000E+00,0.000000E+00
16:10:00,5.067099E+00,0.000000E+00,5.025069E+01,1.016461E+06,1.854095E+06,2.372028E+01,6.864633E+05,5.067099E+00,0.000000E+00,0.000000E+00
16:20:00,5.067099E+00,0.000000E+00,5.033651E+01,1.011116E+06,1.849984E+06,2.369639E+01,6.857719E+05,5.067099E+00,0.000000E+00,0.000000E+00
16:30:00,5.067099E+00,0.000000E+00,5.032515E+01,1.003808E+06,1.842293E+06,2.367291E+01,6.850923E+05,5.067099E+00,0.000000E+00,0.000000E+00
16:40:00,5.067099E+00,0.000000E+00,5.022435E+01,9.947315E+05,1.831342E+06,2.364983E+01,6.844243E+05,5.067099E+00,0.000000E+00,0.000000E+00
16:50:00,5.067099E+00,0.000000E+00,5.003624E+01,9.839668E+05,1.817251E+06,2.362714E+01,6.837676E+05,5.067099E+00,0.000000E+00,0.000000E+00
17:00:00,5.067099E+00,0.000000E+00,4.975902E+01,9.715152E+05,1.799990E+06,2.360483E+01,6.831220E+05,5.067099E+00,0.000000E+00,0.000000E+00
17:10:00,5.067099E+00,0.000000E+00,4.938959E+01,9.556170E+05,1.777702E+06,2.358289E+01,6.824872E+05,5.067099E+00,0.000000E+00,0.000000E+00
17:20:00,5.067099E+00,0.000000E+00,4.892458E+01,9.380163E+05,1.752125E+06,2.356133E+01,6.818631E+05,5.067099E+00,0.000000E+00,0.000000E+00
17:30:00,5.067099E+00,0.000000E+00,4.837894E+01,9.190476E+05,1.723842E+06,2.354012E+01,6.812495E+05,5.067099E+00,0.000000E+00,0.000000E+00
17:40:00,5.067099E+00,0.000000E+00,4.774228E+01,8.985574E+05,1.692531E+06,2.351927E+01,6.806460E+05,5.067099E+00,0.000000E+00,0.000000E+00
17:50:00,5.067099E+00,0.000000E+00,4.701210E+01,8.765477E+05,1.658150E+06,2.349877E+01,6.800526E+05,5.067099E+00,0.000000E+00,0.000000E+00
18:00:00,5.067099E+00,0.000000E+00,4.619153E+01,8.531252E+05,1.620861E+06,2.347860E+01,6.794690E+05,5.067099E+00,0.000000E+00,0.000000E+00
18:10:00,5.067099E+00,0.000000E+00,4.528164E+01,8.243760E+05,1.576661E+06,2.566935E+01,7.428692E+05,5.067099E+00,0.000000E+00,0.000000E+00
18:20:00,5.067099E+00,0.000000E+00,4.426462E+01,7.941847E+05,1.529252E+06,2.786262E+01,8.063422E+05,5.067099E+00,0.000000E+00,0.000000E+00
18:30:00,5.067099E+00,0.000000E+00,4.316308E+01,7.630358E+05,1.479497E+06,3.005692E+01,8.698452E+05,5.067099E+00,0.000000E+00,0.000000E+00
18:40:00,5.067099E+00,0.000000E+00,4.199502E+01,7.313097E+05,1.428078E+06,3.225289E+01,9.333962E+05,5.067099E+00,0.000000E+00,0.000000E+00
18:50:00,5.067099E+00,0.000000E+00,4.075410E+01,6.989501E+05,1.374834E+06,3.444979E+01,9.969744E+05,5.067099E+00,0.000000E+00,0.000000E+00
19:00:00,5.067099E+00,0.000000E+00,3.946678E+01,6.664617E+05,1.320709E+06,3.664732E+01,1.060571E+06,5.067099E+00,0.000000E+00,0.000000E+00
19:10:00,5.067099E+00,0.000000E+00,3.818259E+01,6.373900E+05,1.270146E+06,3.663478E+01,1.060208E+06,5.067099E+00,0.000000E+00,0.000000E+00
19:20:00,5.067099E+00,0.000000E+00,3.697560E+01,6.100891E+05,1.222646E+06,3.662052E+01,1.059795E+06,5.067099E+00,0.000000E+00,0.000000E+00
19:30:00,5.067099E+00,0.000000E+00,3.588067E+01,5.850825E+05,1.179310E+06,3.660598E+01,1.059374E+06,5.067099E+00,0.000000E+00,0.000000E+00
19:40:00,5.067099E+00,0.000000E+00,3.491461E+01,5.625759E+05,1.140618E+06,3.659048E+01,1.058926E+06,5.067099E+00,0.000000E+00,0.000000E+00
19:50:00,5.067099E+00,0.000000E+00,3.410792E+01,5.429801E+05,1.107485E+06,3.657471E+01,1.058470E+06,5.067099E+00,0.000000E+00,0.000000E+00
20:00:00,5.067099E+00,0.000000E+00,3.345284E+01,5.260806E+05,1.079566E+06,3.655896E+01,1.058014E+06,5.067099E+00,0.000000E+00,0.000000E+00
20:10:00,5.067099E+00,0.000000E+00,3.292578E+01,5.125810E+05,1.057203E+06,3.654330E+01,1.057560E+06,5.067099E+00,0.000000E+00,0.000000E+00
20:20:00,5.067099E+00,0.000000E+00,3.249089E+01,5.006685E+05,1.037955E+06,3.652775E+01,1.057111E+06,5.067099E+00,0.000000E+00,0.000000E+00
20:30:00,5.067099E+00,0.000000E+00,3.210970E+01,4.897129E+05,1.020556E+06,3.651236E+01,1.056665E+06,5.067099E+00,0.000000E+00,0.000000E+00
20:40:00,5.067099E+00,0.000000E+00,3.176480E+01,4.794254E+05,1.004429E+06,3.649713E+01,1.056224E+06,5.067099E+00,0.000000E+00,0.000000E+00
20:50:00,5.067099E+00,0.000000E+00,3.144681E+01,4.696490E+05,9.892593E+05,3.648209E+01,1.055789E+06,5.067099E+00,0.000000E+00,0.000000E+00
21:00:00,5.067099E+00,0.000000E+00,3.114932E+01,4.602762E+05,9.748353E+05,3.646726E+01,1.055360E+06,5.067099E+00,0.000000E+00,0.000000E+00
21:10:00,5.067099E+00,0.000000E+00,3.086502E+01,4.511904E+05,9.609187E+05,3.645264E+01,1.054937E+06,5.067099E+00,0.000000E+00,0.000000E+00
21:20:00,5.067099E+00,0.000000E+00,3.059056E+01,4.423369E+05,9.473993E+05,3.643832E+01,1.054522E+06,5.067099E+00,0.000000E+00,0.000000E+00
21:30:00,5.067099E+00,0.000000E+00,3.032373E+01,4.336794E+05,9.342042E+05,3.642419E+01,1.054113E+06,5.067099E+00,0.000000E+00,0.000000E+00
21:40:00,5.067099E+00,0.000000E+00,3.006298E+01,4.251923E+05,9.212829E+05,3.641034E+01,1.053713E+06,5.067099E+00,0.000000E+00,0.000000E+00
21:50:00,5.067099E+00,0.000000E+00,2.980719E+01,4.168571E+05,9.085967E+05,3.639667E+01,1.053317E+06,5.067099E+00,0.000000E+00,0.000000E+00
22:00:00,5.067099E+00,0.000000E+00,2.955554E+01,4.086602E+05,8.961196E+05,3.638326E+01,1.052929E+06,5.067099E+00,0.000000E+00,0.000000E+00
22:10:00,5.067099E+00,0.000000E+00,2.452467E+01,3.360802E+05,7.404824E+05,3.148162E+01,9.110759E+05,5.067099E+00,0.000000E+00,0.000000E+00
22:20:00,5.067099E+00,0.000000E+00,2.059912E+01,2.797497E+05,6.193512E+05,2.751164E+01,7.961848E+05,5.067099E+00,0.000000E+00,0.000000E+00
22:30:00,5.067099E+00,0.000000E+00,1.698880E+01,2.286280E+05,5.086515E+05,2.418462E+01,6.999011E+05,5.067099E+00,0.000000E+00,0.000000E+00
22:40:00,5.067099E+00,0.000000E+00,1.320723E+01,1.761115E+05,3.937593E+05,2.108239E+01,6.101229E+05,5.067099E+00,0.000000E+00,0.000000E+00
22:50:00,5.067099E+00,0.000000E+00,1.019644E+01,1.347090E+05,3.027061E+05,1.810713E+01,5.240191E+05,5.067099E+00,0.000000E+00,0.000000E+00
23:00:00,5.067099E+00,0.000000E+00,7.135048E+00,9.338553E+04,2.109188E+05,1.521281E+01,4.402577E+05,5.067099E+00,0.000000E+00,0.000000E+00
23:10:00,5.067099E+00,0.000000E+00,8.882950E+00,1.151691E+05,2.614650E+05,1.722535E+01,4.985004E+05,5.067099E+00,0.000000E+00,0.000000E+00
23:20:00,5.067099E+00,0.000000E+00,9.577938E+00,1.230008E+05,2.807100E+05,1.836970E+01,5.316178E+05,5.067099E+00,0.000000E+00,0.000000E+00
23:30:00,5.067099E+00,0.000000E+00,9.986705E+00,1.270209E+05,2.914271E+05,1.889929E+01,5.469440E+05,5.067099E+00,0.000000E+00,0.000000E+00
23:40:00,5.067099E+00,0.000000E+00,1.059300E+01,1.334284E+05,3.077799E+05,1.922997E+01,5.565140E+05,5.067099E+00,0.000000E+00,0.000000E+00
23:50:00,5.067099E+00,0.000000E+00,1.045264E+01,1.303738E+05,3.023797E+05,1.945586E+01,5.630511E+05,5.067099E+00,0.000000E+00,0.000000E+00
24:00:00,5.067099E+00,0.000000E+00,1.040535E+01,1.285031E+05,2.996956E+05,1.961982E+01,5.677963E+05,5.067099E+00,0.000000E+00,0.000000E+00
Coinc Peak   ,3.664732E+01,5.033651E+01,1.105474E+06,1.076603E+06
NonCoinc Peak,3.819893E+01,5.844093E+01,1.105474E+06,1.076603E+06
