Time,997_OFFICE_1_CORE:WILLOW GROVE NAS ANN HTG 99.6% CONDNS DB:Des Heat Load [W],997_OFFICE_1_CORE:WILLOW GROVE NAS ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],997_OFFICE_1_CORE:WILLOW GROVE NAS ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],997_OFFICE_1_CORE:WILLOW GROVE NAS ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],997_OFFICE_1_EAST PERIMETER:WILLOW GROVE NAS ANN HTG 99.6% CONDNS DB:Des Heat Load [W],997_OFFICE_1_EAST PERIMETER:WILLOW GROVE NAS ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],997_OFFICE_1_EAST PERIMETER:WILLOW GROVE NAS ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],997_OFFICE_1_EAST PERIMETER:WILLOW GROVE NAS ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],997_OFFICE_1_NORTH PERIMETER:WILLOW GROVE NAS ANN HTG 99.6% CONDNS DB:Des Heat Load [W],997_OFFICE_1_NORTH PERIMETER:WILLOW GROVE NAS ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],997_OFFICE_1_NORTH PERIMETER:WILLOW GROVE NAS ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],997_OFFICE_1_NORTH PERIMETER:WILLOW GROVE NAS ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],997_OFFICE_1_SOUTH PERIMETER:WILLOW GROVE NAS ANN HTG 99.6% CONDNS DB:Des Heat Load [W],997_OFFICE_1_SOUTH PERIMETER:WILLOW GROVE NAS ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],997_OFFICE_1_SOUTH PERIMETER:WILLOW GROVE NAS ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],997_OFFICE_1_SOUTH PERIMETER:WILLOW GROVE NAS ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],997_OFFICE_1_WEST PERIMETER:WILLOW GROVE NAS ANN HTG 99.6% CONDNS DB:Des Heat Load [W],997_OFFICE_1_WEST PERIMETER:WILLOW GROVE NAS ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],997_OFFICE_1_WEST PERIMETER:WILLOW GROVE NAS ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],997_OFFICE_1_WEST PERIMETER:WILLOW GROVE NAS ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],997_OFFICE_2_CORE:WILLOW GROVE NAS ANN HTG 99.6% CONDNS DB:Des Heat Load [W],997_OFFICE_2_CORE:WILLOW GROVE NAS ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],997_OFFICE_2_CORE:WILLOW GROVE NAS ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],997_OFFICE_2_CORE:WILLOW GROVE NAS ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],997_OFFICE_2_EAST PERIMETER:WILLOW GROVE NAS ANN HTG 99.6% CONDNS DB:Des Heat Load [W],997_OFFICE_2_EAST PERIMETER:WILLOW GROVE NAS ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],997_OFFICE_2_EAST PERIMETER:WILLOW GROVE NAS ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],997_OFFICE_2_EAST PERIMETER:WILLOW GROVE NAS ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],997_OFFICE_2_NORTH PERIMETER:WILLOW GROVE NAS ANN HTG 99.6% CONDNS DB:Des Heat Load [W],997_OFFICE_2_NORTH PERIMETER:WILLOW GROVE NAS ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],997_OFFICE_2_NORTH PERIMETER:WILLOW GROVE NAS ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],997_OFFICE_2_NORTH PERIMETER:WILLOW GROVE NAS ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],997_OFFICE_2_SOUTH PERIMETER:WILLOW GROVE NAS ANN HTG 99.6% CONDNS DB:Des Heat Load [W],997_OFFICE_2_SOUTH PERIMETER:WILLOW GROVE NAS ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],997_OFFICE_2_SOUTH PERIMETER:WILLOW GROVE NAS ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],997_OFFICE_2_SOUTH PERIMETER:WILLOW GROVE NAS ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],997_OFFICE_2_WEST PERIMETER:WILLOW GROVE NAS ANN HTG 99.6% CONDNS DB:Des Heat Load [W],997_OFFICE_2_WEST PERIMETER:WILLOW GROVE NAS ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],997_OFFICE_2_WEST PERIMETER:WILLOW GROVE NAS ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],997_OFFICE_2_WEST PERIMETER:WILLOW GROVE NAS ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],997_OFFICE_3_CORE:WILLOW GROVE NAS ANN HTG 99.6% CONDNS DB:Des Heat Load [W],997_OFFICE_3_CORE:WILLOW GROVE NAS ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],997_OFFICE_3_CORE:WILLOW GROVE NAS ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],997_OFFICE_3_CORE:WILLOW GROVE NAS ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],997_OFFICE_3_EAST PERIMETER:WILLOW GROVE NAS ANN HTG 99.6% CONDNS DB:Des Heat Load [W],997_OFFICE_3_EAST PERIMETER:WILLOW GROVE NAS ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],997_OFFICE_3_EAST PERIMETER:WILLOW GROVE NAS ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],997_OFFICE_3_EAST PERIMETER:WILLOW GROVE NAS ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],997_OFFICE_3_NORTH PERIMETER:WILLOW GROVE NAS ANN HTG 99.6% CONDNS DB:Des Heat Load [W],997_OFFICE_3_NORTH PERIMETER:WILLOW GROVE NAS ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],997_OFFICE_3_NORTH PERIMETER:WILLOW GROVE NAS ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],997_OFFICE_3_NORTH PERIMETER:WILLOW GROVE NAS ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],997_OFFICE_3_SOUTH PERIMETER:WILLOW GROVE NAS ANN HTG 99.6% CONDNS DB:Des Heat Load [W],997_OFFICE_3_SOUTH PERIMETER:WILLOW GROVE NAS ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],997_OFFICE_3_SOUTH PERIMETER:WILLOW GROVE NAS ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],997_OFFICE_3_SOUTH PERIMETER:WILLOW GROVE NAS ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],997_OFFICE_3_WEST PERIMETER:WILLOW GROVE NAS ANN HTG 99.6% CONDNS DB:Des Heat Load [W],997_OFFICE_3_WEST PERIMETER:WILLOW GROVE NAS ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],997_OFFICE_3_WEST PERIMETER:WILLOW GROVE NAS ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],997_OFFICE_3_WEST PERIMETER:WILLOW GROVE NAS ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
15:40:00,1.647886E+04,4.680153E+04,8.505428E-01,4.586121E+00,1.094322E+04,7.264445E+03,5.647407E-01,7.119150E-01,2.990450E+04,2.227817E+04,1.543280E+00,2.183244E+00,2.993439E+04,2.986004E+04,1.544822E+00,2.926345E+00,1.071963E+04,6.448838E+03,5.532023E-01,6.319895E-01,2.042878E+04,5.619206E+04,1.054415E+00,5.506294E+00,1.108080E+04,8.286423E+03,5.718407E-01,8.120645E-01,3.034890E+04,2.287405E+04,1.566214E+00,2.241639E+00,3.050084E+04,3.729957E+04,1.574055E+00,3.655423E+00,1.113516E+04,6.871699E+03,5.746460E-01,6.734286E-01,6.766771E+04,1.061128E+05,3.492095E+00,1.039920E+01,1.300366E+04,1.007763E+04,6.709947E-01,9.876947E-01,3.622981E+04,2.627700E+04,1.869486E+00,2.575380E+00,3.644665E+04,4.437377E+04,1.880675E+00,4.349161E+00,1.308141E+04,8.444600E+03,6.750066E-01,8.276521E-01
15:50:00,1.643793E+04,4.687604E+04,8.484304E-01,4.593422E+00,1.093357E+04,7.216895E+03,5.642426E-01,7.072547E-01,2.987718E+04,2.212942E+04,1.541870E+00,2.168666E+00,2.990706E+04,3.105950E+04,1.543412E+00,3.043886E+00,1.070998E+04,6.430319E+03,5.527041E-01,6.301743E-01,2.033842E+04,5.637302E+04,1.049751E+00,5.524025E+00,1.106787E+04,8.179294E+03,5.711738E-01,8.015656E-01,3.031153E+04,2.271067E+04,1.564286E+00,2.225628E+00,3.046348E+04,3.888348E+04,1.572127E+00,3.810634E+00,1.112224E+04,6.851390E+03,5.739793E-01,6.714379E-01,6.759851E+04,1.049634E+05,3.488523E+00,1.028655E+01,1.299654E+04,9.932754E+03,6.706271E-01,9.734949E-01,3.620887E+04,2.608226E+04,1.868405E+00,2.556292E+00,3.642573E+04,4.618893E+04,1.879596E+00,4.527048E+00,1.307430E+04,8.413565E+03,6.746394E-01,8.246099E-01
16:00:00,1.639737E+04,4.694520E+04,8.463368E-01,4.600200E+00,1.092406E+04,7.168763E+03,5.637520E-01,7.025377E-01,2.985026E+04,2.196859E+04,1.540480E+00,2.152904E+00,2.988013E+04,3.214849E+04,1.542022E+00,3.150599E+00,1.070047E+04,6.406337E+03,5.522135E-01,6.278238E-01,2.024940E+04,5.653796E+04,1.045156E+00,5.540188E+00,1.105519E+04,8.070976E+03,5.705194E-01,7.909503E-01,3.027485E+04,2.253140E+04,1.562392E+00,2.208058E+00,3.042680E+04,4.028989E+04,1.570234E+00,3.948447E+00,1.110956E+04,6.824196E+03,5.733251E-01,6.687726E-01,6.753057E+04,1.037132E+05,3.485017E+00,1.016402E+01,1.298957E+04,9.783664E+03,6.702675E-01,9.588823E-01,3.618838E+04,2.586332E+04,1.867348E+00,2.534832E+00,3.640526E+04,4.779922E+04,1.878539E+00,4.684854E+00,1.306734E+04,8.372740E+03,6.742803E-01,8.206081E-01
16:10:00,1.635716E+04,4.700708E+04,8.442617E-01,4.606263E+00,1.091470E+04,7.122626E+03,5.632688E-01,6.980161E-01,2.982373E+04,2.180044E+04,1.539112E+00,2.136425E+00,2.985360E+04,3.312329E+04,1.540653E+00,3.246119E+00,1.069110E+04,6.378583E+03,5.517301E-01,6.251037E-01,2.016172E+04,5.668392E+04,1.040630E+00,5.554490E+00,1.104275E+04,7.966098E+03,5.698771E-01,7.806722E-01,3.023883E+04,2.234162E+04,1.560534E+00,2.189459E+00,3.039080E+04,4.151315E+04,1.568376E+00,4.068312E+00,1.109712E+04,6.791946E+03,5.726830E-01,6.656118E-01,6.746386E+04,1.023698E+05,3.481574E+00,1.003236E+01,1.298275E+04,9.635268E+03,6.699156E-01,9.443379E-01,3.616832E+04,2.562672E+04,1.866313E+00,2.511643E+00,3.638523E+04,4.919446E+04,1.877506E+00,4.821580E+00,1.306053E+04,8.324307E+03,6.739289E-01,8.158605E-01
16:20:00,1.631731E+04,4.706032E+04,8.422048E-01,4.611480E+00,1.090547E+04,7.078871E+03,5.627927E-01,6.937282E-01,2.979759E+04,2.162486E+04,1.537762E+00,2.119218E+00,2.982745E+04,3.397871E+04,1.539303E+00,3.329940E+00,1.068188E+04,6.346791E+03,5.512539E-01,6.219878E-01,2.007534E+04,5.680888E+04,1.036172E+00,5.566734E+00,1.103053E+04,7.865611E+03,5.692467E-01,7.708246E-01,3.020348E+04,2.214153E+04,1.558709E+00,2.169851E+00,3.035545E+04,4.254950E+04,1.566552E+00,4.169859E+00,1.108491E+04,6.754407E+03,5.720528E-01,6.619327E-01,6.739834E+04,1.009355E+05,3.478194E+00,9.891798E+00,1.297608E+04,9.489900E+03,6.695713E-01,9.300904E-01,3.614869E+04,2.537276E+04,1.865300E+00,2.486751E+00,3.636562E+04,5.036560E+04,1.876494E+00,4.936343E+00,1.305386E+04,8.267999E+03,6.735851E-01,8.103413E-01
16:30:00,1.627781E+04,4.710324E+04,8.401658E-01,4.615685E+00,1.089638E+04,7.032823E+03,5.623236E-01,6.892156E-01,2.977183E+04,2.143431E+04,1.536433E+00,2.100544E+00,2.980168E+04,3.468518E+04,1.537973E+00,3.399164E+00,1.067279E+04,6.308233E+03,5.507848E-01,6.182089E-01,1.999024E+04,5.691043E+04,1.031780E+00,5.576684E+00,1.101854E+04,7.764090E+03,5.686280E-01,7.608757E-01,3.016876E+04,2.192092E+04,1.556918E+00,2.148230E+00,3.032074E+04,4.335883E+04,1.564761E+00,4.249159E+00,1.107292E+04,6.707874E+03,5.714343E-01,6.573722E-01,6.733400E+04,9.941380E+04,3.474873E+00,9.742660E+00,1.296955E+04,9.342214E+03,6.692344E-01,9.156160E-01,3.612947E+04,2.509077E+04,1.864308E+00,2.459112E+00,3.634643E+04,5.126844E+04,1.875503E+00,5.024810E+00,1.304734E+04,8.199839E+03,6.732486E-01,8.036605E-01
16:40:00,1.623865E+04,4.713384E+04,8.381444E-01,4.618684E+00,1.088742E+04,6.986219E+03,5.618613E-01,6.846484E-01,2.974643E+04,2.123269E+04,1.535122E+00,2.080786E+00,2.977627E+04,3.525428E+04,1.536662E+00,3.454926E+00,1.066383E+04,6.264170E+03,5.503224E-01,6.138904E-01,1.990641E+04,5.698572E+04,1.027453E+00,5.584060E+00,1.100678E+04,7.664185E+03,5.680208E-01,7.510852E-01,3.013468E+04,2.168496E+04,1.555159E+00,2.125105E+00,3.028667E+04,4.395913E+04,1.563002E+00,4.307975E+00,1.106116E+04,6.653965E+03,5.708273E-01,6.520887E-01,6.727081E+04,9.780874E+04,3.471612E+00,9.585358E+00,1.296316E+04,9.194220E+03,6.689046E-01,9.011114E-01,3.611065E+04,2.478561E+04,1.863337E+00,2.429203E+00,3.632763E+04,5.191805E+04,1.874533E+00,5.088460E+00,1.304096E+04,8.121318E+03,6.729192E-01,7.959641E-01
16:50:00,1.619982E+04,4.715149E+04,8.361405E-01,4.620412E+00,1.087860E+04,6.937448E+03,5.614058E-01,6.798689E-01,2.972139E+04,2.102130E+04,1.533830E+00,2.060069E+00,2.975123E+04,3.568491E+04,1.535370E+00,3.497118E+00,1.065500E+04,6.215025E+03,5.498668E-01,6.090739E-01,1.982382E+04,5.703386E+04,1.023190E+00,5.588777E+00,1.099523E+04,7.565208E+03,5.674248E-01,7.413857E-01,3.010123E+04,2.143607E+04,1.553432E+00,2.100714E+00,3.025322E+04,4.435388E+04,1.561276E+00,4.346649E+00,1.104962E+04,6.593468E+03,5.702315E-01,6.461597E-01,6.720873E+04,9.612832E+04,3.468408E+00,9.420670E+00,1.295690E+04,9.046064E+03,6.685818E-01,8.865908E-01,3.609222E+04,2.445981E+04,1.862386E+00,2.397271E+00,3.630922E+04,5.231843E+04,1.873584E+00,5.127683E+00,1.303471E+04,8.033229E+03,6.725968E-01,7.873300E-01
17:00:00,1.616133E+04,4.715613E+04,8.341537E-01,4.620867E+00,1.086990E+04,6.884097E+03,5.609568E-01,6.746406E-01,2.969671E+04,2.080052E+04,1.532556E+00,2.038432E+00,2.972654E+04,3.596999E+04,1.534096E+00,3.525047E+00,1.064630E+04,6.160957E+03,5.494178E-01,6.037749E-01,1.974245E+04,5.705487E+04,1.018991E+00,5.590834E+00,1.098389E+04,7.465366E+03,5.668397E-01,7.316013E-01,3.006837E+04,2.117480E+04,1.551737E+00,2.075110E+00,3.022037E+04,4.453568E+04,1.559581E+00,4.364455E+00,1.103828E+04,6.526587E+03,5.696467E-01,6.396050E-01,6.714774E+04,9.438279E+04,3.465261E+00,9.249601E+00,1.295078E+04,8.895923E+03,6.682657E-01,8.718759E-01,3.607417E+04,2.411427E+04,1.861455E+00,2.363403E+00,3.629120E+04,5.246142E+04,1.872653E+00,5.141681E+00,1.302860E+04,7.935864E+03,6.722812E-01,7.777867E-01
17:10:00,1.612316E+04,4.714762E+04,8.321838E-01,4.620033E+00,1.086132E+04,6.822866E+03,5.605142E-01,6.686398E-01,2.967237E+04,2.057056E+04,1.531300E+00,2.015896E+00,2.970220E+04,3.610029E+04,1.532839E+00,3.537809E+00,1.063772E+04,6.102075E+03,5.489751E-01,5.980042E-01,1.966230E+04,5.704859E+04,1.014853E+00,5.590217E+00,1.097276E+04,7.360399E+03,5.662655E-01,7.213148E-01,3.003612E+04,2.090153E+04,1.550072E+00,2.048329E+00,3.018812E+04,4.449422E+04,1.557917E+00,4.360382E+00,1.102716E+04,6.453469E+03,5.690727E-01,6.324391E-01,6.708781E+04,9.258313E+04,3.462168E+00,9.073228E+00,1.294478E+04,8.740322E+03,6.679562E-01,8.566256E-01,3.605649E+04,2.374976E+04,1.860543E+00,2.327676E+00,3.627354E+04,5.233743E+04,1.871742E+00,5.129514E+00,1.302261E+04,7.829486E+03,6.719721E-01,7.673601E-01
17:20:00,1.608532E+04,4.712561E+04,8.302306E-01,4.617875E+00,1.085287E+04,6.750521E+03,5.600780E-01,6.615499E-01,2.964837E+04,2.033155E+04,1.530061E+00,1.992473E+00,2.967819E+04,3.606647E+04,1.531600E+00,3.534487E+00,1.062927E+04,6.038446E+03,5.485388E-01,5.917683E-01,1.958333E+04,5.701456E+04,1.010777E+00,5.586882E+00,1.096184E+04,7.247069E+03,5.657018E-01,7.102085E-01,3.000444E+04,2.061648E+04,1.548437E+00,2.020394E+00,3.015646E+04,4.421903E+04,1.556283E+00,4.333405E+00,1.101624E+04,6.374207E+03,5.685092E-01,6.246711E-01,6.702893E+04,9.074040E+04,3.459129E+00,8.892635E+00,1.293891E+04,8.575049E+03,6.676532E-01,8.404273E-01,3.603918E+04,2.336693E+04,1.859649E+00,2.290155E+00,3.625625E+04,5.193549E+04,1.870850E+00,5.090107E+00,1.301674E+04,7.714318E+03,6.716695E-01,7.560719E-01
17:30:00,1.604780E+04,4.709033E+04,8.282938E-01,4.614417E+00,1.084453E+04,6.668881E+03,5.596479E-01,6.535489E-01,2.962470E+04,2.009104E+04,1.528840E+00,1.968903E+00,2.965452E+04,3.588644E+04,1.530379E+00,3.516837E+00,1.062093E+04,5.972759E+03,5.481087E-01,5.853308E-01,1.950552E+04,5.695316E+04,1.006761E+00,5.580864E+00,1.095112E+04,7.128189E+03,5.651485E-01,6.985583E-01,2.997334E+04,2.033002E+04,1.546833E+00,1.992321E+00,3.012537E+04,4.373618E+04,1.554678E+00,4.286078E+00,1.100552E+04,6.292458E+03,5.679561E-01,6.166595E-01,6.697107E+04,8.886674E+04,3.456143E+00,8.709009E+00,1.293315E+04,8.403093E+03,6.673564E-01,8.235739E-01,3.602221E+04,2.297719E+04,1.858774E+00,2.251956E+00,3.623930E+04,5.128426E+04,1.869976E+00,5.026269E+00,1.301100E+04,7.594413E+03,6.713731E-01,7.443196E-01
17:40:00,1.601059E+04,4.704249E+04,8.263733E-01,4.609729E+00,1.083632E+04,6.574022E+03,5.592239E-01,6.442524E-01,2.960136E+04,1.984510E+04,1.527635E+00,1.944801E+00,2.963117E+04,3.553907E+04,1.529174E+00,3.482789E+00,1.061271E+04,5.903732E+03,5.476846E-01,5.785659E-01,1.942887E+04,5.686547E+04,1.002805E+00,5.572270E+00,1.094060E+04,6.999030E+03,5.646053E-01,6.859006E-01,2.994281E+04,2.003712E+04,1.545256E+00,1.963617E+00,3.009484E+04,4.301703E+04,1.553102E+00,4.215595E+00,1.099500E+04,6.206581E+03,5.674132E-01,6.082433E-01,6.691421E+04,8.697481E+04,3.453209E+00,8.523595E+00,1.292752E+04,8.220490E+03,6.670657E-01,8.056768E-01,3.600559E+04,2.257636E+04,1.857916E+00,2.212671E+00,3.622270E+04,5.035670E+04,1.869119E+00,4.935349E+00,1.300537E+04,7.468398E+03,6.710828E-01,7.319686E-01
17:50:00,1.597369E+04,4.698164E+04,8.244688E-01,4.603766E+00,1.082822E+04,6.467170E+03,5.588058E-01,6.337805E-01,2.957834E+04,1.959258E+04,1.526447E+00,1.920055E+00,2.960815E+04,3.501896E+04,1.527986E+00,3.431813E+00,1.060461E+04,5.830986E+03,5.472664E-01,5.714367E-01,1.935334E+04,5.675086E+04,9.989068E-01,5.561038E+00,1.093026E+04,6.859824E+03,5.640721E-01,6.722582E-01,2.991282E+04,1.973567E+04,1.543709E+00,1.934074E+00,3.006486E+04,4.205135E+04,1.551555E+00,4.120952E+00,1.098468E+04,6.115857E+03,5.668802E-01,5.993522E-01,6.685832E+04,8.507512E+04,3.450325E+00,8.337421E+00,1.292200E+04,8.026559E+03,6.667809E-01,7.866695E-01,3.598931E+04,2.216289E+04,1.857076E+00,2.172146E+00,3.620644E+04,4.914277E+04,1.868280E+00,4.816363E+00,1.299986E+04,7.335718E+03,6.707985E-01,7.189643E-01
18:00:00,1.593710E+04,4.690696E+04,8.225803E-01,4.596447E+00,1.082023E+04,6.351803E+03,5.583935E-01,6.224741E-01,2.955563E+04,1.933308E+04,1.525275E+00,1.894623E+00,2.958543E+04,3.432741E+04,1.526813E+00,3.364035E+00,1.059662E+04,5.756074E+03,5.468541E-01,5.640952E-01,1.927893E+04,5.660817E+04,9.950661E-01,5.547054E+00,1.092012E+04,6.714522E+03,5.635486E-01,6.580184E-01,2.988337E+04,1.942520E+04,1.542189E+00,1.903648E+00,3.003542E+04,4.084028E+04,1.550036E+00,4.002263E+00,1.097454E+04,6.022343E+03,5.663569E-01,5.901876E-01,6.680339E+04,8.317712E+04,3.447490E+00,8.151412E+00,1.291660E+04,7.825579E+03,6.665020E-01,7.669711E-01,3.597335E+04,2.173663E+04,1.856252E+00,2.130368E+00,3.619050E+04,4.764356E+04,1.867457E+00,4.669417E+00,1.299447E+04,7.198655E+03,6.705199E-01,7.055304E-01
18:10:00,1.590081E+04,4.681790E+04,8.207073E-01,4.587719E+00,1.158942E+04,6.230344E+03,5.980890E-01,6.105707E-01,3.167509E+04,1.906297E+04,1.634654E+00,1.868153E+00,3.170489E+04,3.346815E+04,1.636192E+00,3.279823E+00,1.136582E+04,5.679414E+03,5.865495E-01,5.565824E-01,1.920561E+04,5.643665E+04,9.912818E-01,5.530245E+00,1.168800E+04,6.565267E+03,6.031763E-01,6.433911E-01,3.199842E+04,1.910169E+04,1.651340E+00,1.871945E+00,3.215048E+04,3.938786E+04,1.659188E+00,3.859921E+00,1.174242E+04,5.927009E+03,6.059848E-01,5.808447E-01,7.789994E+04,8.128441E+04,4.020144E+00,7.965923E+00,1.438448E+04,7.619450E+03,7.422451E-01,7.467682E-01,4.020330E+04,2.129288E+04,2.074521E+00,2.086876E+00,4.042047E+04,4.586214E+04,2.085727E+00,4.494813E+00,1.446235E+04,7.058173E+03,7.462634E-01,6.917616E-01
18:20:00,1.586483E+04,4.671316E+04,8.188502E-01,4.577454E+00,1.235928E+04,6.104621E+03,6.378123E-01,5.982494E-01,3.379645E+04,1.877936E+04,1.744115E+00,1.840359E+00,3.382624E+04,3.240265E+04,1.745652E+00,3.175400E+00,1.213568E+04,5.598652E+03,6.262733E-01,5.486676E-01,1.913338E+04,5.623431E+04,9.875535E-01,5.510416E+00,1.245662E+04,6.413059E+03,6.428357E-01,6.284746E-01,3.411559E+04,1.876104E+04,1.760585E+00,1.838561E+00,3.426765E+04,3.764062E+04,1.768432E+00,3.688688E+00,1.251104E+04,5.826925E+03,6.456443E-01,5.710364E-01,8.901928E+04,7.940477E+04,4.593837E+00,7.781715E+00,1.585383E+04,7.409353E+03,8.180425E-01,7.261763E-01,4.443779E+04,2.082750E+04,2.292960E+00,2.041264E+00,4.465495E+04,4.374318E+04,2.304166E+00,4.287128E+00,1.593170E+04,6.911461E+03,8.220608E-01,6.773821E-01
18:30:00,1.582916E+04,4.659107E+04,8.170093E-01,4.565490E+00,1.312997E+04,5.977713E+03,6.775672E-01,5.858122E-01,3.591999E+04,1.848444E+04,1.853660E+00,1.811456E+00,3.594978E+04,3.117593E+04,1.855198E+00,3.055177E+00,1.290636E+04,5.513820E+03,6.660282E-01,5.403539E-01,1.906223E+04,5.599912E+04,9.838811E-01,5.487370E+00,1.322616E+04,6.260754E+03,6.825315E-01,6.135485E-01,3.623522E+04,1.840621E+04,1.869929E+00,1.803788E+00,3.638729E+04,3.566463E+04,1.877776E+00,3.495037E+00,1.328059E+04,5.722256E+03,6.853404E-01,5.607788E-01,1.001390E+05,7.754740E+04,5.167489E+00,7.599690E+00,1.732456E+04,7.198422E+03,8.938806E-01,7.055028E-01,4.867607E+04,2.034365E+04,2.511514E+00,1.993841E+00,4.889325E+04,4.135283E+04,2.522720E+00,4.052844E+00,1.740244E+04,6.758829E+03,8.978992E-01,6.624225E-01
18:40:00,1.579384E+04,4.645209E+04,8.151860E-01,4.551871E+00,1.390151E+04,5.851392E+03,7.173531E-01,5.734326E-01,3.804591E+04,1.817929E+04,1.963295E+00,1.781552E+00,3.807569E+04,2.981920E+04,1.964832E+00,2.922214E+00,1.367789E+04,5.424834E+03,7.058139E-01,5.316331E-01,1.899218E+04,5.573173E+04,9.802656E-01,5.461166E+00,1.399666E+04,6.109854E+03,7.222631E-01,5.987603E-01,3.835751E+04,1.803895E+04,1.979376E+00,1.767795E+00,3.850960E+04,3.351120E+04,1.987224E+00,3.283999E+00,1.405109E+04,5.612900E+03,7.250722E-01,5.500617E-01,1.112682E+05,7.572353E+04,5.741562E+00,7.420948E+00,1.879670E+04,6.988488E+03,9.697592E-01,6.849271E-01,5.291839E+04,1.984341E+04,2.730191E+00,1.944811E+00,5.313560E+04,3.874612E+04,2.741398E+00,3.797356E+00,1.887459E+04,6.600307E+03,9.737779E-01,6.468855E-01
18:50:00,1.575887E+04,4.629673E+04,8.133812E-01,4.536646E+00,1.467356E+04,5.725204E+03,7.571551E-01,5.610661E-01,4.017325E+04,1.786339E+04,2.072979E+00,1.750594E+00,4.020303E+04,2.831272E+04,2.074516E+00,2.774576E+00,1.444992E+04,5.329220E+03,7.456158E-01,5.222628E-01,1.892324E+04,5.543329E+04,9.767078E-01,5.431921E+00,1.476775E+04,5.959253E+03,7.620156E-01,5.840015E-01,4.048149E+04,1.765850E+04,2.088885E+00,1.730511E+00,4.063359E+04,3.116132E+04,2.096734E+00,3.053710E+00,1.482219E+04,5.495001E+03,7.648248E-01,5.385074E-01,1.224034E+05,7.394428E+04,6.315895E+00,7.246579E+00,2.026953E+04,6.778743E+03,1.045654E+00,6.643700E-01,5.716277E+04,1.932652E+04,2.948921E+00,1.894151E+00,5.738000E+04,3.590679E+04,2.960129E+00,3.519071E+00,2.034742E+04,6.431930E+03,1.049673E+00,6.303826E-01
